year,country,slug,value,unit,qualifier,metric_type,section,subsection,method,sentence
2023,Venezuela,venezuela,45,detainees,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"UVL also registered 45 detainees with HIV or AIDS, seven with COVID-19, and 411 with apparent malnutrition."
2023,Venezuela,venezuela,29,deaths,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Between January and July, OVP recorded 29 deaths in prisons and pretrial detention centers."
2023,Venezuela,venezuela,59,percent,,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Of those, 59 percent resulted from causes associated with health conditions."
2023,Venezuela,venezuela,16,women,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"According to OVP, there was one women’s prison and 16 women’s annexes."
2023,Venezuela,venezuela,350,inmates,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The National Institute for Women's Orientation, which was designed to hold 350 inmates, held 655 women."
2023,Venezuela,venezuela,655,women,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The National Institute for Women's Orientation, which was designed to hold 350 inmates, held 655 women."
2023,Venezuela,venezuela,100,inmates,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"OVP estimated there was only one guard for every 100 inmates instead of one for every 10, as recommended by international standards."
2023,Venezuela,venezuela,46,percent,at least,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"OVP estimated at least 46 percent of the prison population was under the control of armed gangs, known as pranes."
2023,Venezuela,venezuela,14,cases,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Arbitrary Arrest: Foro Penal reported 14 cases of politically motivated arbitrary detentions between January 1 and June 30.
2023,Venezuela,venezuela,14,persons,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"The UN Working Group on Arbitrary Detentions issued five opinions, finding 14 persons were arbitrarily detained."
2023,Venezuela,venezuela,135,cases,at least,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Between May 2022 and April, OHCHR documented at least 135 cases of individuals in pretrial detention beyond the legally established period."
2023,Venezuela,venezuela,39,individuals,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Additionally, 39 individuals were sentenced despite having surpassed the legally established pretrial detention period."
2023,Venezuela,venezuela,15805,persons,,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Foro Penal reported that between January 2014 and October 23, 15,805 persons were arrested for political reasons."
2023,Venezuela,venezuela,9000,persons,more than,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"In addition, Foro Penal recorded more than 9,000 persons remained subject to arbitrary criminal proceedings for politically motivated precautionary measures."
2023,Venezuela,venezuela,83,persons,,count,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for the Members of the Press and Other Media",rules,"According to the human rights NGO Espacio Público (Public Space), in the last five years, 83 persons were unjustly accused under this legislation, including public servants, journalists, and members of NGOs."
2023,Venezuela,venezuela,4000,journalists,nearly,count,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for the Members of the Press and Other Media",rules,"The National College of Journalists estimated nearly 4,000 journalists emigrated from the country due to threats in the last 20 years."
2023,Venezuela,venezuela,80,percent,approximately,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for the Members of the Press and Other Media",rules,"According to NGO reports, approximately 80 percent of radio stations throughout the country were in “illegal” status due to CONATEL not having renewed licenses for most radio stations since 2007."
2023,Venezuela,venezuela,21,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for the Members of the Press and Other Media",rules,"According to IPYS, approximately seven million persons, or 21 percent of the population, lived in “media deserts” or “silenced zones,” areas where access to information was insufficient."
2023,Venezuela,venezuela,70,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for the Members of the Press and Other Media",rules,"State-controlled CANTV was the leading internet provider in the country, with 70 percent of subscribers."
2023,Venezuela,venezuela,61,individuals,at least,count,Section 4. Corruption in Government,,rules,"Corruption: In April, the Anti-Corruption Police arrested at least 61 individuals linked to corruption cases in state-owned oil company Petróleos de Venezuela S.A."
2023,Venezuela,venezuela,44,percent,,percentage,Section 5. Government Posture Towards,,rules,"Retribution against Human Rights Defenders: The NGO Center for Defenders and Justice recorded more than 300 attacks and security incidents against human rights defenders and civil society organizations in the first half of the year, a 44 percent increase compared with the same period in 2022."
2023,Venezuela,venezuela,300,attacks,more than,count,Section 5. Government Posture Towards,,rules,"Retribution against Human Rights Defenders: The NGO Center for Defenders and Justice recorded more than 300 attacks and security incidents against human rights defenders and civil society organizations in the first half of the year, a 44 percent increase compared with the same period in 2022."
2023,Venezuela,venezuela,200,cases,,count,Section 5. Government Posture Towards,,rules,The NGO recorded almost 200 cases that appeared intended to discredit the work of human rights defenders and organizations and noted Maduro representatives consistently linked the actions of human rights defenders and civil society to criminal activities such as terrorism or destabilization.
2023,Venezuela,venezuela,35,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The NGO Venezuelan Association for Alternative Sex Education (Avesa) found that 35 percent of women surveyed did not have their needs for family planning met with modern methods, and 64 percent of the women who had been pregnant had not planned their pregnancy."
2023,Venezuela,venezuela,64,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The NGO Venezuelan Association for Alternative Sex Education (Avesa) found that 35 percent of women surveyed did not have their needs for family planning met with modern methods, and 64 percent of the women who had been pregnant had not planned their pregnancy."
2023,Venezuela,venezuela,24,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,A survey of 411 women by Avesa reported only 24 percent of the women surveyed reported they could afford contraceptives.
2023,Venezuela,venezuela,411,women,,count,Section 6. Discrimination and Societal Abuses,,rules,A survey of 411 women by Avesa reported only 24 percent of the women surveyed reported they could afford contraceptives.
2023,Venezuela,venezuela,92,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"There were no official statistics available since 2017, but according to the UN report Trends in Maternal Mortality, the maternal mortality rate rose from 92 deaths per 100,000 live births in 2000 to 259 deaths per 100,000 births in 2020."
2023,Venezuela,venezuela,259,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"There were no official statistics available since 2017, but according to the UN report Trends in Maternal Mortality, the maternal mortality rate rose from 92 deaths per 100,000 live births in 2000 to 259 deaths per 100,000 births in 2020."
2023,Venezuela,venezuela,50,percent,up to,percentage,Section 6. Discrimination and Societal Abuses,,rules,A February report by the Human Rights Center of the Catholic University Andrés Bello regarding Indigenous communities in Bolívar State found that Indigenous Warao earned up to 50 percent less than their non-Indigenous peers.
2023,Venezuela,venezuela,7165,cases,,count,Section 6. Discrimination and Societal Abuses,,rules,"In June, Maduro’s attorney general Saab reported Maduro’s Public Ministry had registered 7,165 cases of child sexual abuse since 2022."
2023,Venezuela,venezuela,13443,persons,,count,Section 6. Discrimination and Societal Abuses,,rules,"According to Saab, since 2017, the Public Ministry opened 28,386 child abuse cases, in which 13,443 persons were accused and 4,295 convicted."
2023,Venezuela,venezuela,24,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,A survey by the Venezuelan Observatory of LGBTQI+ Violence found 24 percent of respondents hid their identity due to fear of discrimination and 28 percent of respondents had been the victim of violence.
2023,Venezuela,venezuela,28,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,A survey by the Venezuelan Observatory of LGBTQI+ Violence found 24 percent of respondents hid their identity due to fear of discrimination and 28 percent of respondents had been the victim of violence.
2023,Venezuela,venezuela,60,cases,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of May, the NGO documented 60 cases of violence and discrimination against the community, mostly in the form of hate speech."
2023,Venezuela,venezuela,5,percent,at least,percentage,Section 6. Discrimination and Societal Abuses,,rules,"All employers, whether public or private, were required by law to have persons with disabilities represent at least 5 percent of their employees, with accommodation for their condition, abilities, skills, and specialties."
2023,Venezuela,venezuela,20,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,CONSORVEN reported 20 percent of children with a disability were not in formal schooling.
2023,Venezuela,venezuela,20,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Forming a company union required a minimum of 20 workers; forming a professional, industrial, or sectoral union in one jurisdiction required 40 workers in the same field; and forming a regional or national union required 150 workers."
2023,Venezuela,venezuela,40,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Forming a company union required a minimum of 20 workers; forming a professional, industrial, or sectoral union in one jurisdiction required 40 workers in the same field; and forming a regional or national union required 150 workers."
2023,Venezuela,venezuela,150,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Forming a company union required a minimum of 20 workers; forming a professional, industrial, or sectoral union in one jurisdiction required 40 workers in the same field; and forming a regional or national union required 150 workers."
2023,Venezuela,venezuela,10,persons,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"To form an employee association, a parallel type of representation Maduro representatives endorsed and openly supported, required 10 persons."
2023,Venezuela,venezuela,20,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The CNE certified results of elections by 20 workers’ unions in May and 45 more in June; however, union leaders said certifications were granted only to smaller, less influential unions."
2023,Venezuela,venezuela,12,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"During the first half of the year, the Venezuelan Observatory of Social Conflict documented 4,351 protests nationwide, a 12 percent increase compared with the same period in 2022."
2023,Venezuela,venezuela,30,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Protesters demanded improved labor rights in 3,112 protests, 30 percent more than in 2022."
2023,Venezuela,venezuela,12,cases,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"OHCHR documented 12 cases of criminalization of union and labor leaders between May 2022 and April, including one woman."
2023,Venezuela,venezuela,40,percent,an estimated,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"An estimated 40 percent of the population worked in the informal sector, where labor law and protections generally were not enforced."
2023,Vietnam,vietnam,187,persons,at least,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Political Prisoners and Detainees Based on reports by media, NGOs, and other observers, authorities as of October 31 held at least 187 persons for political or human rights activism, including 162 convicts and 25 in pretrial detention."
2023,Vietnam,vietnam,25,individuals,,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"According to media and human rights groups, from January 1 to October 31, authorities detained 25 individuals and convicted 23 who were exercising internationally recognized human rights such as the freedoms of expression, peaceful assembly, and association."
2023,Vietnam,vietnam,33,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Websites barred were mostly related to politics (33 percent), news outlets (27 percent), and human rights (15 percent)."
2023,Vietnam,vietnam,27,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Websites barred were mostly related to politics (33 percent), news outlets (27 percent), and human rights (15 percent)."
2023,Vietnam,vietnam,15,percent,,percentage,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Websites barred were mostly related to politics (33 percent), news outlets (27 percent), and human rights (15 percent)."
2023,Vietnam,vietnam,99,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"According to the government, 99 percent of eligible voters cast ballots in the 2021 election, a figure activists and international observers considered improbably high."
2023,Vietnam,vietnam,8,percent,approximately,percentage,Section 6. Discrimination and Societal Abuses,,rules,Women workers earned approximately 8 percent a year less than men.
2023,Vietnam,vietnam,29.6,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Young persons were particularly vulnerable, with unmet need for modern contraceptives at 29.6 percent, and the adolescent birth rate at 29 per 1,000 in 2023."
2023,Vietnam,vietnam,22,percent,nearly,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the most recent national survey conducted in 2019, early marriage among ethnic minorities was nearly 22 percent."
2023,Vietnam,vietnam,51,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The rate in certain ethnic minority communities was particularly high: H’Mong, 51 percent; Clao, 48 percent; Mang, 47 percent; Xinh Mun, 45 percent; and Ma, 39 percent."
2023,Vietnam,vietnam,48,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The rate in certain ethnic minority communities was particularly high: H’Mong, 51 percent; Clao, 48 percent; Mang, 47 percent; Xinh Mun, 45 percent; and Ma, 39 percent."
2023,Vietnam,vietnam,47,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The rate in certain ethnic minority communities was particularly high: H’Mong, 51 percent; Clao, 48 percent; Mang, 47 percent; Xinh Mun, 45 percent; and Ma, 39 percent."
2023,Vietnam,vietnam,45,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The rate in certain ethnic minority communities was particularly high: H’Mong, 51 percent; Clao, 48 percent; Mang, 47 percent; Xinh Mun, 45 percent; and Ma, 39 percent."
2023,Vietnam,vietnam,39,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The rate in certain ethnic minority communities was particularly high: H’Mong, 51 percent; Clao, 48 percent; Mang, 47 percent; Xinh Mun, 45 percent; and Ma, 39 percent."
2023,Vietnam,vietnam,79,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,Research indicated 79 percent of LGBTQI+ persons questioned in one study reportedly suffered at least one instance of sexual or gender-based violence in their lifetime.
2023,Vietnam,vietnam,51,percent,at least,percentage,Section 6. Discrimination and Societal Abuses,,rules,Companies with a workforce composed of at least 51 percent employees with disabilities could qualify for special government-subsidized loans.
2023,Vietnam,vietnam,90,percent,more than,percentage,Section 6. Discrimination and Societal Abuses,,rules,More than 90 percent of elementary and secondary schools did not have appropriate infrastructure for persons with disabilities.
2023,Vietnam,vietnam,76,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to a 2018 study (latest statistics available), the literacy rate of persons with disabilities 16 years and older was 76 percent, compared to a 95 percent literacy rate for persons without disabilities of the same age group."
2023,Vietnam,vietnam,95,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to a 2018 study (latest statistics available), the literacy rate of persons with disabilities 16 years and older was 76 percent, compared to a 95 percent literacy rate for persons without disabilities of the same age group."
2023,Vietnam,vietnam,82,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to data from UNICEF and Vietnam’s National Survey on People with Disabilities 2016-2017, the school attendance rate for children with disabilities was 82 percent at the primary level, 68 percent at the lower secondary level, and 34 percent at the upper secondary level."
2023,Vietnam,vietnam,68,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to data from UNICEF and Vietnam’s National Survey on People with Disabilities 2016-2017, the school attendance rate for children with disabilities was 82 percent at the primary level, 68 percent at the lower secondary level, and 34 percent at the upper secondary level."
2023,Vietnam,vietnam,34,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to data from UNICEF and Vietnam’s National Survey on People with Disabilities 2016-2017, the school attendance rate for children with disabilities was 82 percent at the primary level, 68 percent at the lower secondary level, and 34 percent at the upper secondary level."
2023,Vietnam,vietnam,50,percent,at least,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,The law stated the executive committee of a trade union could issue a decision to strike only when at least 50 percent of workers supported it.
2023,Vietnam,vietnam,20,percent,approximately,percentage,Section 7. Worker Rights,c. Prohibition of Child Labor and Minimum Age for Employment,rules,Authorities estimated over one million children between the ages 15 and 17 worked; approximately 20 percent of them worked over 40 hours per week and nearly 50 percent of them worked in a hazardous environment.
2023,Vietnam,vietnam,50,percent,nearly,percentage,Section 7. Worker Rights,c. Prohibition of Child Labor and Minimum Age for Employment,rules,Authorities estimated over one million children between the ages 15 and 17 worked; approximately 20 percent of them worked over 40 hours per week and nearly 50 percent of them worked in a hazardous environment.
2023,Vietnam,vietnam,49,percent,nearly,percentage,Section 7. Worker Rights,c. Prohibition of Child Labor and Minimum Age for Employment,rules,"Some children started work as young as age five, and nearly 49 percent of child workers did not attend school."
2023,Vietnam,vietnam,76,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The ILO-IFC report stated that, while a majority of factories in the program complied with the daily limit of four hours of overtime, 76 percent still failed to enforce monthly limits (40 hours)."
2023,Vietnam,vietnam,69,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The General Statistics Office of Vietnam estimated 69 percent of the country’s workforce worked in the informal economy.
2023,Yemen,yemen,80,percent,approximately,percentage,Executive Summary,,rules,"This report covers abuses by the government (sometimes referred to as the Republic of Yemen Government) and other actors who exerted control over areas of the country (including the United Arab Emirates-backed Southern Transitional Council), otherwise referred to as “the parties in Yemen.” The Iran-backed Houthi movement, officially known as Ansar Allah, controlled the former capital of Sana’a, including remnants of former state institutions and entities located there, as well as much of northern Yemen, where approximately 80 percent of the citizens lived."
2023,Yemen,yemen,76,cases,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"Established in 2012 by Presidential Decree No. 140, the National Commission for the Investigation of Alleged Violations of Human Rights (the National Commission) was the lead body within the government tasked with opening formal inquiries into allegations of “human rights violations by all parties to the conflict.” In their reporting period from the beginning in August 2022 and ending July 31, the National Commission investigated 76 cases of alleged extrajudicial killings across the country."
2023,Yemen,yemen,15,cases,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"The National Commission found 15 cases were committed by government-backed military and security forces, and 35 cases of reported killings committed by the Houthis."
2023,Yemen,yemen,35,cases,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"The National Commission found 15 cases were committed by government-backed military and security forces, and 35 cases of reported killings committed by the Houthis."
2023,Yemen,yemen,56,cases,,count,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"In a July report, the Abductees’ Mothers Association recorded 56 cases of civilians disappeared in 2022, of which it said 41 were taken by Houthi forces, eight by STC security forces, three by security agencies affiliated with the ROYG, and four by the Joint Forces."
2023,Yemen,yemen,57,cases,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Mwatana reported it documented 57 cases of torture and other inhuman and degrading treatment during the year, attributing 21 to forces loyal to the ROYG, 21 to the Joint Forces, five to the Saudi-led coalition, and nine to the Houthis."
2023,Yemen,yemen,70,incidents,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Mwatana’s October 11 submission for the country’s Universal Periodic Review (UPR) listed 70 incidents of torture carried out by what the group referred to as governmental forces and 117 by STC forces between 2019 and July 2023.
2023,Yemen,yemen,887,detainees,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"On April 16, the Houthis and the government plus the Saudi-led coalition released a total of 887 detainees in a prisoner exchange."
2023,Yemen,yemen,689,cases,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"From August 1, 2022, to July 31, the National Commission investigated 689 cases of “detention and disappearances,” including 152 cases allegedly perpetrated by the government and affiliated security entities and 516 cases allegedly perpetrated by the Houthis."
2023,Yemen,yemen,152,cases,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"From August 1, 2022, to July 31, the National Commission investigated 689 cases of “detention and disappearances,” including 152 cases allegedly perpetrated by the government and affiliated security entities and 516 cases allegedly perpetrated by the Houthis."
2023,Yemen,yemen,516,cases,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"From August 1, 2022, to July 31, the National Commission investigated 689 cases of “detention and disappearances,” including 152 cases allegedly perpetrated by the government and affiliated security entities and 516 cases allegedly perpetrated by the Houthis."
2023,Yemen,yemen,42,incidents,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Mwatana reported that by the year’s end it had documented 216 arbitrary detentions and 42 incidents to internationally recognized government forces, 38 incidents to the STC, five incidents to the Joint Forces and 131 incidents to the Houthis."
2023,Yemen,yemen,38,incidents,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Mwatana reported that by the year’s end it had documented 216 arbitrary detentions and 42 incidents to internationally recognized government forces, 38 incidents to the STC, five incidents to the Joint Forces and 131 incidents to the Houthis."
2023,Yemen,yemen,131,incidents,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Mwatana reported that by the year’s end it had documented 216 arbitrary detentions and 42 incidents to internationally recognized government forces, 38 incidents to the STC, five incidents to the Joint Forces and 131 incidents to the Houthis."
2023,Yemen,yemen,17,persons,,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"On May 25, Houthi forces broke into a private residence in Sana’a where Baha’is were meeting and detained and subsequently disappeared 17 persons."
2023,Yemen,yemen,284,children,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"The UN Civilian Impact Monitoring Project (CIMP) reported the year saw the lowest annual civilian casualty count on CIMP’s records since it started reporting in the country in 2018, with 1,675 civilian casualties reported, including 284 children."
2023,Yemen,yemen,58,percent,,percentage,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"CIMP reported more than one-third of all civilian casualties in the country during the year were the result of violence in Saada’s western border with Saudi Arabia, with 586 civilian border casualties, constituting a 58 percent increase compared with the 372 reported in 2022."
2023,Yemen,yemen,81,percent,,percentage,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"CIMP reported that 81 percent of the 432 civilian casualties caused by shelling took place in Saada, typically in the form of machine gun fire from border outposts and patrols on the Saudi border."
2023,Yemen,yemen,32,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"(See the Country Report for Human Rights Practices for Saudi Arabia for additional information.) Mwatana reported 32 incidents of ground shelling during the year, resulting in 77 casualties, including 46 children and eight women."
2023,Yemen,yemen,46,children,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"(See the Country Report for Human Rights Practices for Saudi Arabia for additional information.) Mwatana reported 32 incidents of ground shelling during the year, resulting in 77 casualties, including 46 children and eight women."
2023,Yemen,yemen,18,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"It attributed seven incidents to the internationally recognized government forces, one incident to the Joint Forces, one to the STC, 18 incidents to the Houthis, and eight incidents to Saudi border guard units."
2023,Yemen,yemen,165,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Mwatana documented 165 incidents involving land mines and explosive devices, which led to the injury and loss of life for 306 civilians, among them 200 children and 25 women."
2023,Yemen,yemen,200,children,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Mwatana documented 165 incidents involving land mines and explosive devices, which led to the injury and loss of life for 306 civilians, among them 200 children and 25 women."
2023,Yemen,yemen,25,women,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Mwatana documented 165 incidents involving land mines and explosive devices, which led to the injury and loss of life for 306 civilians, among them 200 children and 25 women."
2023,Yemen,yemen,15,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"It reported government forces were linked to four landmine incidents and 15 incidents with other explosive weapons, the STC was responsible for one landmine incident and six other explosive device incidents, and the Houthis for 77 landmine incidents and 51 other explosive device incidents."
2023,Yemen,yemen,21,killing,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"On August 15, government investigator Adnan al-Muhya was killed while leading the investigation into the July 21 killing of World Food Program staff member Moayad Hameidi."
2023,Yemen,yemen,12,victims,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"The POE documented interviews with 12 victims the Houthis detained, tortured, maimed, and, in some cases, sexually violated in Houthi detention facilities."
2023,Yemen,yemen,552,children,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Government forces recruited 552 children, Saudi and UAE-led coalition forces recruited 284 children, and Houthi forces recruited at least 2,566 children."
2023,Yemen,yemen,284,children,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Government forces recruited 552 children, Saudi and UAE-led coalition forces recruited 284 children, and Houthi forces recruited at least 2,566 children."
2023,Yemen,yemen,2566,children,at least,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Government forces recruited 552 children, Saudi and UAE-led coalition forces recruited 284 children, and Houthi forces recruited at least 2,566 children."
2023,Yemen,yemen,727,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"In a report released on January 30, the UN Office for the Coordination of Humanitarian Affairs (OCHA) noted 727 incidents across the country where access to humanitarian aid and services was affected from October to December 2022."
2023,Yemen,yemen,29,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Mwatana’s submission for the country UPR documented 29 incidents where government forces obstructed humanitarian aid access, including hindering the passage of trucks transporting food assistance, between 2019 and July."
2023,Yemen,yemen,30,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,It also documented 30 incidents where forces described as UAE-backed obstructed humanitarian aid access.
2023,Yemen,yemen,165,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Mwatana documented 165 incidents of attacks on schools, hospitals, and other civilian infrastructure carried out by all parties to the conflict."
2023,Yemen,yemen,91,incidents,at least,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Between 2019 and July 2023, Mwatana attributed at least 91 incidents to forces it described as UAE-backed and 19 incidents to government forces in which these groups used schools for military bases or detention centers."
2023,Yemen,yemen,19,incidents,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Between 2019 and July 2023, Mwatana attributed at least 91 incidents to forces it described as UAE-backed and 19 incidents to government forces in which these groups used schools for military bases or detention centers."
2023,Yemen,yemen,65,percent,approximately,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"According to UNHCR, approximately 65 percent of asylum seekers resided in southern governorates."
2023,Yemen,yemen,71000,refugees,more than,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"According to the October UNHCR Strategy and Action Plan, there were more than 71,000 refugees and asylum seekers in the country, mainly from Ethiopia and Somalia."
2023,Yemen,yemen,9600,refugees,more than,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"According to UNHCR, the Kharaz refugee camp in Lahj Governorate was the only refugee camp in the country and hosted more than 9,600 refugees and asylum seekers."
2023,Yemen,yemen,6000,migrants,approximately,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Instead, the International Organization for Migration reported that during the year it assisted approximately 6,000 migrants and refugees, mostly Ethiopians, to voluntarily return to their home country."
2023,Yemen,yemen,10,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"In its Freedom in the World Report for the year, Freedom House wrote that the minority group with East African origins known as the muhamasheen (marginalized) accounted for as much as 10 percent of the population but suffered discrimination in politics and society."
2023,Yemen,yemen,12.7,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,The INSAF Center for Rights and Development reported on other estimates of the muhamasheen population accounting for as much as 12.7 percent of the population.
2023,Yemen,yemen,2997,incidents,,count,Section 5. Governmental Posture Towards,,rules,"In September, the National Commission released its 11th periodic report, documenting 2,997 incidents of human rights violations countrywide from August 2022 to July 31."
