year,country,slug,value,unit,qualifier,metric_type,section,subsection,method,sentence
2023,Djibouti,djibouti,5,percent,at least,percentage,Section 3. Freedom to Participate in the Political,,rules,"The fees were supposed to be reimbursed if a candidate received at least 5 percent of total votes; however, the government did not issue reimbursements in the past, further discouraging opposition parties from participating in elections."
2023,Djibouti,djibouti,94,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Country Reports for Human Rights Practices for 2023 A 2019 study from the Ministry of Women showed a significant decrease of the FGM/C prevalence rate for girls from birth through age 10, from 94 percent in 1994 to 21.2 percent in 2019."
2023,Djibouti,djibouti,21.2,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Country Reports for Human Rights Practices for 2023 A 2019 study from the Ministry of Women showed a significant decrease of the FGM/C prevalence rate for girls from birth through age 10, from 94 percent in 1994 to 21.2 percent in 2019."
2023,Djibouti,djibouti,37.9,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the study, the prevalence rate remained higher in rural than in urban areas, with 37.9 percent and 13.2 percent prevalence rates in those areas, respectively."
2023,Djibouti,djibouti,13.2,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the study, the prevalence rate remained higher in rural than in urban areas, with 37.9 percent and 13.2 percent prevalence rates in those areas, respectively."
2023,Djibouti,djibouti,25,percent,at least,percentage,Section 6. Discrimination and Societal Abuses,,rules,A presidential decree required women to hold at least 25 percent of all high-level public service positions.
2023,Djibouti,djibouti,234,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"UNICEF’s 2020 statistics, the latest available data, indicated a maternal death rate of 234 deaths per 100,000 live births, with rates higher outside of Djibouti City."
2023,Djibouti,djibouti,30,persons,fewer than,count,Section 6. Discrimination and Societal Abuses,,rules,"Antisemitism Observers estimated the Jewish community at fewer than 30 persons, the majority of whom were foreign military members stationed in the country."
2023,Djibouti,djibouti,40,percent,approximately,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The estimated size of the informal sector was approximately 40 percent.
2023,Dominican Republic,dominican-republic,75,persons,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,The National Human Rights Commission reported 75 persons were killed between January and September.
2023,Dominican Republic,dominican-republic,7335,inmates,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"As of July, La Victoria, the oldest and largest prison, held 7,335 inmates, although it was designed for a maximum capacity of 2,103."
2023,Dominican Republic,dominican-republic,60,percent,nearly,percentage,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"According to the National Office of Public Defense, nearly 60 percent of all prisoners were in pretrial detention."
2023,Dominican Republic,dominican-republic,90,percent,more than,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Rejection rates for asylum claims were more than 90 percent, and asylum applications often remained pending for months or even years."
2023,Dominican Republic,dominican-republic,97,percent,,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Temporary Protection: In 2013, the government began providing temporary legal residency to undocumented migrants through the National Regularization Plan for Foreigners (PNRE), and more than 260,000 persons applied, 97 percent of whom were Haitian."
2023,Dominican Republic,dominican-republic,260000,persons,more than,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Temporary Protection: In 2013, the government began providing temporary legal residency to undocumented migrants through the National Regularization Plan for Foreigners (PNRE), and more than 260,000 persons applied, 97 percent of whom were Haitian."
2023,Dominican Republic,dominican-republic,260000,individuals,,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"As a result, almost all of the 260,000 individuals who applied for temporary residency status under the PNRE had fallen out of status, leaving them vulnerable to detention and deportation by migration authorities."
2023,Dominican Republic,dominican-republic,799,individuals,,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"No stateless person whose application for naturalization was pending when President Abinader entered office in 2020 had received Dominican citizenship under the law, except for 799 individuals whose naturalization was confirmed in November."
2023,Dominican Republic,dominican-republic,5,percent,at least,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,80,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,20,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,12,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,5,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,8,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,1,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Political Parties and Political Participation: By law, major parties, defined as those that received at least 5 percent of the vote at the presidential, congressional, or municipal level in the previous election, received 80 percent of public campaign finances, while minor parties shared the remaining 20 percent of funding, with 12 percent for parties that received between 1 and 5 percent of votes, and 8 percent of funding for those that received less than 1 percent of votes."
2023,Dominican Republic,dominican-republic,12,individuals,,count,Section 4. Corruption in Government,,rules,"Corruption: In August, the Attorney General’s Office arrested 12 individuals – including prosecutors, police officers, and prosecutorial support staff – as part of Operation Gavilan."
2023,Dominican Republic,dominican-republic,17000,individuals,nearly,count,Section 4. Corruption in Government,,rules,"The individuals arrested were accused of accepting bribes in return for deleting the electronic criminal records of nearly 17,000 individuals."
2023,Dominican Republic,dominican-republic,12,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to January statistics from the Dominican Social Security authority, women’s pay was on average 12 percent lower than men’s pay in the private sector but 17 percent higher than men’s pay in the public sector."
2023,Dominican Republic,dominican-republic,17,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to January statistics from the Dominican Social Security authority, women’s pay was on average 12 percent lower than men’s pay in the private sector but 17 percent higher than men’s pay in the public sector."
2023,Dominican Republic,dominican-republic,25,percent,nearly,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the UN Population Fund, nearly 25 percent of women who were sterilized in the country did not know the procedure was permanent."
2023,Dominican Republic,dominican-republic,20,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the National Health Service, the maternal death rate was 107 per 100,000 births, while the adolescent pregnancy rate remained close to 20 percent for girls and young women ages 15 to 19."
2023,Dominican Republic,dominican-republic,36,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to 2019 UNICEF data, 36 percent of women were married or in a union by age 18 and more than 58 percent of women in the country’s poorest quintile were married or cohabitating by age 18."
2023,Dominican Republic,dominican-republic,58,percent,more than,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to 2019 UNICEF data, 36 percent of women were married or in a union by age 18 and more than 58 percent of women in the country’s poorest quintile were married or cohabitating by age 18."
2023,Dominican Republic,dominican-republic,350,persons,approximately,count,Section 6. Discrimination and Societal Abuses,,rules,Antisemitism The Jewish community comprised approximately 350 persons.
2023,Dominican Republic,dominican-republic,80,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to a 2016 Ministry of Education report, 80 percent of registered students with disabilities attended some form of school."
2023,Dominican Republic,dominican-republic,51,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"For example, the law restricted collective bargaining rights to unions that represented a minimum of 51 percent of the workers in an enterprise."
2023,Dominican Republic,dominican-republic,40,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"For the association to be formed, the law required that 40 percent of employees of a government entity agree to join."
2023,Ecuador,ecuador,70,percent,,percentage,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"As of October 31, police reported more than 6,550 homicides, an increase of almost 70 percent compared with 2022."
2023,Ecuador,ecuador,13,percent,,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"According to the government’s National Service of Comprehensive Attention to Adults Deprived of Liberty and Adolescent Offenders, the overcrowding rate was 13 percent above designed capacity as of July 21, compared with 8 percent in 2022."
2023,Ecuador,ecuador,8,percent,,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"According to the government’s National Service of Comprehensive Attention to Adults Deprived of Liberty and Adolescent Offenders, the overcrowding rate was 13 percent above designed capacity as of July 21, compared with 8 percent in 2022."
2023,Ecuador,ecuador,80,percent,,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"According to a union, 80 percent of digital platform workers were migrants."
2023,Ecuador,ecuador,96,percent,,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,Colombian nationals constituted 96 percent of all recognized refugees.
2023,Ecuador,ecuador,200000,migrants,more than,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"On August 31, registration closed for all groups, after more than 200,000 migrants had completed registration."
2023,Ecuador,ecuador,38,women,,count,Section 3. Freedom to Participate in the Political,,rules,"The NGO Participación Ciudadana (Citizen Participation) found 331 derogatory tweets against 38 women in politics and government in a study conducted between January 3 and February 2, which coincided with the official electoral campaign period leading up to the February 5 local and provincial elections."
2023,Ecuador,ecuador,37,persons,,count,Section 4. Corruption in Government,,rules,The Solicitor General’s Office charged 18 of the 37 persons originally accused by the Attorney General’s Office in June.
2023,Ecuador,ecuador,22,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Official statistics showed that in July, the average monthly income for an employed man was 22 percent higher than for an employed woman."
2023,Ecuador,ecuador,4.8,percent,approximately,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Afro-Ecuadorians, who accounted for approximately 4.8 percent of the population according to the most recent census (2022), suffered pervasive discrimination, particularly regarding educational and economic opportunity."
2023,Ecuador,ecuador,10,individuals,,count,Section 6. Discrimination and Societal Abuses,,rules,The clashes resulted in two arrests and 10 individuals injured.
2023,Ecuador,ecuador,27,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to a study by the Planning and Social Studies Center, Plan International, the UN Population Fund, and UNICEF, 27 percent of women ages 18-49 married or entered a domestic partnership before they turned 18."
2023,Ecuador,ecuador,500,individuals,an estimated,count,Section 6. Discrimination and Societal Abuses,,rules,"Antisemitism There was a small Jewish community, including an estimated 500 individuals in Quito, 50 individuals in Guayaquil, and an unspecified number of individuals elsewhere in the country."
2023,Ecuador,ecuador,50,individuals,,count,Section 6. Discrimination and Societal Abuses,,rules,"Antisemitism There was a small Jewish community, including an estimated 500 individuals in Quito, 50 individuals in Guayaquil, and an unspecified number of individuals elsewhere in the country."
2023,Ecuador,ecuador,25,killings,,count,Section 6. Discrimination and Societal Abuses,,rules,Violence and Harassment: The NGO Silueta X reported 25 killings of LGBTQI+ individuals as of November 20.
2023,Ecuador,ecuador,19,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to human rights NGO Diálogo Diverso (Diverse Dialogue), many individuals confined to the “clinics” were afraid to report involuntary or coercive practices because in most cases their family members forced them into the “treatments.” The NGO reported that in 2022, 19 percent of young LGBTQI+ individuals reported being forced to receive “treatment” to change their gender identity or sexual orientation."
2023,Ecuador,ecuador,4,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The law required that 4 percent of employees in all public and private enterprises with more than 25 employees be persons with disabilities, and it gave the Ombudsman’s Office responsibility for following up on alleged violations of the rights of persons with disabilities, stipulating fines and punishments for lack of compliance."
2023,Ecuador,ecuador,30,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The law required a minimum of 30 workers for the creation of an association, work committee, or labor union, regardless of the total number of employees in the workplace."
2023,Ecuador,ecuador,20,percent,at least,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"During this time, workers and employers had to agree on how many workers were needed to ensure a minimum level of service; at least 20 percent of the workforce had to continue to work to provide essential services."
2023,Ecuador,ecuador,45,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The law also permitted employers to reduce working hours and salaries by up to 50 and 45 percent, respectively, by signing “emergency contracts” with their employees to prevent job losses."
2023,Ecuador,ecuador,111826,workers,,count,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Citing government data, media reported that as of June 2022, companies had enrolled 111,826 workers under “emergency contracts”; most were in the agriculture, manufacturing, and trade sectors."
2023,Ecuador,ecuador,55,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The informal sector employed 55 percent of the working population as of July.
2023,Egypt,egypt,35,prisoners,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,A report by a local monitoring organization stated 35 prisoners and detainees died as a result of abuse or medical neglect during the year.
2023,Egypt,egypt,40,detainees,at least,count,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,The statement followed the appearance at the Supreme State Security Prosecution (SSSP) of at least 40 detainees whom authorities had held incommunicado for up to three years.
2023,Egypt,egypt,4.5,percent,,percentage,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The NCHR’s most recent report, covering December 2020 to May 2023 and issued in June, indicated 4.5 percent of more than 2,000 complaints related to violations of civil and political rights involved allegations of torture or mistreatment, and noted the NCHR received responses from the Ministry of Interior and Public Prosecutor’s Office for all such complaints."
2023,Egypt,egypt,2000,complaints,more than,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The NCHR’s most recent report, covering December 2020 to May 2023 and issued in June, indicated 4.5 percent of more than 2,000 complaints related to violations of civil and political rights involved allegations of torture or mistreatment, and noted the NCHR received responses from the Ministry of Interior and Public Prosecutor’s Office for all such complaints."
2023,Egypt,egypt,98.6,percent,,percentage,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"In January, a rights group issued a report on pretrial detention renewals in terrorism circuit courts showing detentions were renewed in 98.6 percent of the more than 25,000 hearings during 2022."
2023,Egypt,egypt,20000,persons,,count,Section 1. Respect for the Integrity of the Person,g. Property Seizure and Restitution,rules,"A local rights group claimed the project would affect 20,000 persons."
2023,Egypt,egypt,25,journalists,,count,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,A media freedom organization stated that 20-25 journalists remained in detention on various charges connected to their work at year’s end.
2023,Egypt,egypt,100,persons,more than,count,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"More than 100 persons were reportedly arrested for taking part in other unauthorized protests, including in Cairo’s Tahrir Square and in Alexandria, according to local and international media."
2023,Egypt,egypt,400000,refugees,nearly,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The war in Sudan resulted in the arrival of nearly 400,000 refugees, according to official statistics."
2023,Egypt,egypt,6,percent,,percentage,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"As of October, UNHCR had observed a 6 percent increase in detentions from 2022."
2023,Egypt,egypt,400,individuals,,count,Section 5. Governmental Posture Towards,,rules,Committee members and other officials stated their efforts led to the release of 400 individuals during the year.
2023,Egypt,egypt,471,incidents,,count,Section 6. Discrimination and Societal Abuses,,rules,"A local rights organization reported 471 incidents of violence against women in the first half of the year, including 158 homicides and 239 domestic violence incidents."
2023,Egypt,egypt,21,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the Central Agency for Public Mobilization and Statistics, the most recent data showed a drop in the rate of FGM/C among girls and young women ages 0-19 from 21 percent to 14 percent between 2014 and 2021."
2023,Egypt,egypt,14,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the Central Agency for Public Mobilization and Statistics, the most recent data showed a drop in the rate of FGM/C among girls and young women ages 0-19 from 21 percent to 14 percent between 2014 and 2021."
2023,Egypt,egypt,92,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The overall rate for women of all ages dropped from 92 percent to 86 percent.
2023,Egypt,egypt,86,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The overall rate for women of all ages dropped from 92 percent to 86 percent.
2023,Egypt,egypt,2.5,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"A government study published in 2020 reported 2.5 percent of the population in Upper Egypt were married between the ages of 15 and 17, with higher rates among girls than boys."
2023,Egypt,egypt,10,individuals,,count,Section 6. Discrimination and Societal Abuses,,rules,Antisemitism The country’s Jewish community reportedly numbered as few as 10 individuals split between Cairo and Alexandria.
2023,Egypt,egypt,29,arrests,,count,Section 6. Discrimination and Societal Abuses,,rules,"In February, Human Rights Watch issued a report documenting 29 arrests and prosecutions in the country in recent years, including against foreigners, and concluded the arrests were the result of a coordinated policy – either directed or acquiesced to by senior government officials – of using digital methods to target LGBTQI+ individuals."
2023,Egypt,egypt,5,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,Government policy set a quota for employing 5 percent of workers with disabilities for companies with more than 50 employees.
2023,Egypt,egypt,51,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Sixty-one percent of women with disabilities surveyed had experienced violence by their husband and family, and 51 percent had faced psychological trauma before marriage."
2023,Egypt,egypt,18,workers,,count,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"On February 14, workers at a home appliance manufacturer initiated a strike for increased wages, leading to the arrest of 18 workers on charges of inciting a strike and disruption of work."
2023,Egypt,egypt,40,percent,approximately,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The Ministry of Labor did not enforce labor standards in the informal sector, which employed approximately 40 percent of workers."
2023,El Salvador,el-salvador,79,detainees,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,The human rights nongovernmental organization (NGO) Socorro Jurídico Humanitario recorded the deaths of 79 detainees as of August 16 and determined that 33 of the deaths were violent.
2023,El Salvador,el-salvador,71,deaths,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"The human rights organization Cristosal confirmed 71 deaths of detainees and determined that 13 of the deaths showed signs of violence, including beatings by a club or baton."
2023,El Salvador,el-salvador,21,detainees,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,Socorro Jurídico Humanitario reported that 21 detainees died from a lack of medical attention.
2023,El Salvador,el-salvador,143,deaths,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"On June 13, the attorney general announced his office had investigated 143 deaths in prison during the state of exception and that his office, in conjunction with the Institute for Legal Medicine, had determined the 143 deaths resulted from pre-existing conditions or illness."
2023,El Salvador,el-salvador,143,deaths,,count,Section 1. Respect for the Integrity of the Person,a. Arbitrary Deprivation of Life and Other Unlawful or Politically Motivated Killings,rules,"On June 13, the attorney general announced his office had investigated 143 deaths in prison during the state of exception and that his office, in conjunction with the Institute for Legal Medicine, had determined the 143 deaths resulted from pre-existing conditions or illness."
2023,El Salvador,el-salvador,1376,cases,,count,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"Socorro Jurídico Humanitario reported that as of August, it was tracking 1,376 cases in which the families of those detained under the state of exception did not receive confirmation that their relatives were in the prison system, information regarding their whereabouts, or confirmation that they were alive."
2023,El Salvador,el-salvador,17,complaints,,count,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,The Human Rights Ombudsperson’s Office (PDDH) received 17 complaints regarding the lack of information on detainees under the state of exception.
2023,El Salvador,el-salvador,143,cases,,count,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"The National Civil Police (PNC) reported that of the missing persons reported from January to August, 143 cases remained unsolved as of August 11."
2023,El Salvador,el-salvador,48,complaints,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"As of July 26, the PNC registered 48 complaints of threats committed by police officers."
2023,El Salvador,el-salvador,129,victims,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"As of July 31, 129 victims registered complaints with the PDDH regarding the violation of physical integrity, mistreatment, or physical abuse by the PNC, and seven registered complaints of the same abuses committed by members of the armed forces."
2023,El Salvador,el-salvador,72000,detainees,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The addition of 72,000 detainees under the state of exception exacerbated the problem."
2023,El Salvador,el-salvador,70,detainees,more than,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Human rights organizations reported that as of August 22, more than 70 detainees died in prisons from violence, insufficient medical care, and chronic health conditions."
2023,El Salvador,el-salvador,71776,persons,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"As of July, the government reported that 71,776 persons were detained under the state of exception."
2023,El Salvador,el-salvador,12000,detainees,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The government inaugurated a new prison with a reported capacity for 40,000 on January 31, but as of September, only 12,000 detainees had been moved into it."
2023,El Salvador,el-salvador,100,prisoners,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,A prisoner released from the Izalco prison reported that 100 prisoners were held in a cell built for 50.
2023,El Salvador,el-salvador,738,complaints,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Arbitrary Arrest : As of July 31, the PDDH reported 738 complaints of arbitrary detention, compared with 283 from January to July 2022."
2023,El Salvador,el-salvador,348,complaints,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Cristosal reported that as of August 9, it received 348 complaints of arbitrary arrest, compared with 3,110 such complaints in 2022."
2023,El Salvador,el-salvador,690,persons,,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Leaked arrest files of 690 persons detained in March-April 2022 showed 50 were charged with being a gang member based on a suspicious or nervous appearance, and 50 for having a tattoo, with no indication if the tattoo was gang-related."
2023,El Salvador,el-salvador,3000,detainees,more than,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"The vice president acknowledged it was possible persons with no gang ties were arrested but noted that courts released more than 3,000 detainees after determining they had no such ties."
2023,El Salvador,el-salvador,71000,persons,more than,count,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"On August 22, the minister of justice and public security reported that of the more than 71,000 persons arrested under the state of exception, approximately 7,000 had been released."
2023,El Salvador,el-salvador,72000,detainees,approximately,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"The government held approximately 72,000 detainees to try under the state of exception but presented no plan to accomplish this."
2023,El Salvador,el-salvador,285,cases,,count,Section 4. Corruption in Government,,rules,"As of July 26, the Attorney General’s Office opened investigations into 285 cases involving corruption, including embezzlement, extortion, illicit negotiations, illicit enrichment, and bribery."
2023,El Salvador,el-salvador,25,cases,,count,Section 4. Corruption in Government,,rules,The tribunal imposed sanctions in 25 cases and referred eight cases to the Attorney General’s Office.
2023,El Salvador,el-salvador,6,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The domestic NGO Feminist Network Against Violence Against Women analyzed cases of violence reported in the first half of 2021 and found the conviction rate was 6 percent.
2023,El Salvador,el-salvador,42,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"ORMUSA, a domestic women’s rights organization, registered 26 femicides between January and May 31, 42 percent of which were committed by the partner of the victim and 54 percent of which were committed in the home of the victim."
2023,El Salvador,el-salvador,54,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"ORMUSA, a domestic women’s rights organization, registered 26 femicides between January and May 31, 42 percent of which were committed by the partner of the victim and 54 percent of which were committed in the home of the victim."
2023,El Salvador,el-salvador,21,complaints,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of August 26, the PNC registered 21 complaints of sexual harassment committed by police officers."
2023,El Salvador,el-salvador,18,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"In 2021, the United Nations reported that women made 18 percent less than men in the same jobs."
2023,El Salvador,el-salvador,20,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"It found that 20 percent of the population studied had an active sex life but did not use contraceptives for reasons including dangerous or difficult conditions that prevented travel to health centers, not having required parental authorization for minors to obtain contraceptives, and a lack of availability of contraceptives in health centers."
2023,El Salvador,el-salvador,150,persons,approximately,count,Section 6. Discrimination and Societal Abuses,,rules,Antisemitism The Jewish community totaled approximately 150 persons.
2023,El Salvador,el-salvador,43,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Violence and Harassment: COMCAVIS TRANS, a domestic NGO that promoted LGBTQI+ rights, found 43 percent of transgender women, 42 percent of cisgender men, and 14 percent of cisgender women had encountered problems with law enforcement officials."
2023,El Salvador,el-salvador,42,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Violence and Harassment: COMCAVIS TRANS, a domestic NGO that promoted LGBTQI+ rights, found 43 percent of transgender women, 42 percent of cisgender men, and 14 percent of cisgender women had encountered problems with law enforcement officials."
2023,El Salvador,el-salvador,14,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Violence and Harassment: COMCAVIS TRANS, a domestic NGO that promoted LGBTQI+ rights, found 43 percent of transgender women, 42 percent of cisgender men, and 14 percent of cisgender women had encountered problems with law enforcement officials."
2023,El Salvador,el-salvador,20,complaints,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of July 31, the PDDH received 20 complaints, involving 23 victims, ranging from five victims of acts of cruel and degrading punishment to five victims of insults."
2023,El Salvador,el-salvador,23,victims,,count,Section 6. Discrimination and Societal Abuses,,rules,"As of July 31, the PDDH received 20 complaints, involving 23 victims, ranging from five victims of acts of cruel and degrading punishment to five victims of insults."
2023,El Salvador,el-salvador,39,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Surveys conducted in 2021 by COMCAVIS TRANS found that 39 percent of LGBTQI+ individuals surveyed were unemployed, compared with 5 percent of the general population."
